,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,STATION CODE,LOCATIONS,State
299,0.0,132.54756875705274,0.0,749.0,749.0,749.0,0.0,74956029.38845368,1978263.0086353803,3.8,2.7,1.6,15.547296183728943,0.0,16.208192758708982,7753438615.354031,846116693.4727836,108231597.22210032,7.2,7.0,6.8,1903.0,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",punjab
300,0.0,43.955957181950744,0.0,1470.0,1470.0,1470.0,0.0,94186581.32577623,18485329.38185189,3.0,3.0,3.0,33.245070039371576,32.03040070095753,35.89361801039168,0.0,0.0,93694023.26624545,7.0,7.0,7.0,2917.0,"NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB",punjab
301,0.0,0.0,0.0,2629.0,2067.0,1504.0,53891436.57614957,83738186.96064419,0.0,7.8,6.6,5.3,31.244990221121054,0.0,0.0,0.0,438847963.43489593,80341642.80778012,7.1,7.0,6.8,2918.0,"DERA BASSI, PUNJAB",punjab
302,0.0,4.471016522161467,0.0,2634.0,2634.0,2634.0,0.0,0.0,17499859.878280412,8.0,8.0,8.0,0.0,0.0,52.80529227777687,11293597960.202393,0.0,0.0,6.9,6.9,6.9,2920.0,"HAMIRA VILLAGE, PUNJAB",punjab
303,61.06073213695532,0.2693292232585405,4.435684796845683,409.0,409.0,409.0,40986541.90126347,61002676.02771455,0.0,1.2,1.2,1.2,48.41900167780121,6.246843858169985,0.0,0.0,147730135.43955922,0.0,8.1,8.1,8.1,2921.0,"HAMIRA VILLAGE, PUNJAB",punjab
304,0.0,44.17707263977184,93.23844025577075,1189.0,1189.0,1189.0,41519433.49143979,0.0,28758196.718333554,4.6,4.6,4.6,6.220382026097141,37.97969680375004,56.099536208556344,0.0,455174967.7375849,47602495.77082547,6.9,6.9,6.9,2922.0,"LEATHER COMPLEX, JALANDHAR, PUNJAB",punjab
305,46.003456751225556,0.0,29.093924418884935,2638.0,2638.0,2638.0,0.0,116274466.33854021,0.0,8.6,8.6,8.6,55.04808665122317,30.848918119469584,3.3499260150338834,2385914917.4640865,0.0,0.0,6.9,6.9,6.9,2923.0,"LEATHER COMPLEX, JALANDHAR, PUNJAB",punjab
306,96.80185588324721,38.62724879788009,46.82115300263987,1009.0,1009.0,1009.0,52324083.00451629,99482332.00374453,19518009.799644206,2.0,2.0,2.0,53.138830194008506,73.67813578216314,22.86182454626962,0.0,288219526.00337785,36987282.20097362,7.5,7.5,7.5,2924.0,"MANDI GOBINDGARH, PUNJAB",punjab
307,192.5219139805142,0.0,0.0,2390.0,2390.0,2390.0,0.0,56962181.68513919,0.0,4.4,4.4,4.4,6.253621152564854,19.937010846535003,26.093602352564876,0.0,525266028.2407098,34351623.21284516,7.1,7.1,7.1,2925.0,"MANDI GOBINDGARH, PUNJAB",punjab
308,82.94158782682136,0.0,0.0,1083.0,1083.0,1083.0,411268836.53483146,0.0,49182462.70588994,3.8,3.8,3.8,0.0,55.480681151996706,55.660250872166024,0.0,28869917.34217321,0.0,7.1,7.1,7.1,2926.0,"NANGAL, PUNJAB",punjab
309,0.0,0.0,0.0,669.0,669.0,669.0,0.0,0.0,0.0,2.2,2.2,2.2,56.90641452470361,22.305956466247274,52.5754068192297,2509150204.801493,411325414.9169168,47403219.17001543,7.2,7.2,7.2,2926.0,"NANGAL, PUNJAB",punjab
310,0.0,131.91002027763895,40.11247047075225,1158.0,1158.0,1158.0,95755082.38854188,2932995.076705338,3566102.725301495,4.2,4.2,4.2,0.0,25.93903908708659,55.07887604369903,0.0,630754117.2696939,76365477.84678808,6.8,6.8,6.8,2927.0,"NANGAL, PUNJAB",punjab
311,0.0,22.919649944235655,0.0,647.0,635.0,623.0,146376739.32988665,0.0,45728528.82450975,2.5,2.5,2.4,10.168717084746817,66.81081990079184,20.73623984232198,0.0,0.0,51289836.07884919,7.1,7.1,7.1,2928.0,"ROPAR, PUNJAB",punjab
312,0.0,8.112543885516988,0.0,1673.0,1673.0,1673.0,0.0,35832284.38262186,71006613.83707422,2.5,2.5,2.5,3.899129645478471,1.2754941231224812,50.36059075924753,5792860150.560976,308743553.97313124,8193597.85520741,7.0,7.0,7.0,2930.0,"TOANSA, PUNJAB",punjab
313,0.0,10.672849622123792,0.0,406.0,406.0,406.0,468852957.847007,40844071.75813119,42924283.06622366,1.4,1.4,1.4,58.32534006855173,29.362950279057213,47.842218549663585,0.0,0.0,0.0,7.4,7.4,7.4,2931.0,"TOANSA, PUNJAB",punjab
314,1.1,1.1,1.1,2500.0,2500.0,2500.0,4.0,4.0,4.0,1.8,1.8,1.8,25.0,25.0,25.0,4.0,4.0,4.0,8.4,8.4,8.4,1415.0,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN), RAJASTHAN",rajasthan
315,1.3,1.3,1.3,7100.0,7100.0,7100.0,4.0,4.0,4.0,3.7,3.7,3.7,26.0,26.0,26.0,7.0,7.0,7.0,8.4,8.4,8.4,1416.0,"WELL OF BHOPAL SINGH, 24 KM. FROM PALI TOWN, RAJASTHAN",rajasthan
316,0.8,0.8,0.8,940.0,940.0,940.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,28.0,28.0,7.0,7.0,7.0,8.0,8.0,8.0,1706.0,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR, RAJASTHAN",rajasthan
317,1.1,1.1,1.1,1400.0,1400.0,1400.0,0.0,0.0,7100994.815558772,0.8,0.8,0.8,28.0,28.0,28.0,4.0,4.0,4.0,7.7,7.7,7.7,1708.0,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN",rajasthan
318,1.5,1.5,1.5,950.0,950.0,950.0,4.0,4.0,4.0,0.8,0.8,0.8,28.0,28.0,28.0,9.0,9.0,9.0,7.4,7.4,7.4,1709.0,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",rajasthan
319,0.8,0.8,0.8,1670.0,1670.0,1670.0,0.0,101823412.75121434,44948142.63785022,2.4,2.4,2.4,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,1710.0,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",rajasthan
320,0.6,0.6,0.6,6500.0,6500.0,6500.0,222114861.62166554,155842304.78867406,20543598.60398603,4.6,4.6,4.6,29.0,29.0,29.0,4.0,4.0,4.0,7.2,7.2,7.2,1711.0,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",rajasthan
321,1.8,1.8,1.8,1600.0,1600.0,1600.0,177923786.45692948,88975479.95750201,17690899.083653092,0.5,0.5,0.5,28.0,28.0,28.0,4.0,4.0,4.0,7.7,7.7,7.7,1712.0,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",rajasthan
322,1.0,1.0,1.0,1690.0,1690.0,1690.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,29.0,29.0,4.0,4.0,4.0,7.8,7.8,7.8,1713.0,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",rajasthan
323,0.8,0.8,0.8,700.0,700.0,700.0,169183464.9575289,0.0,16091735.011879595,1.8,1.8,1.8,30.0,30.0,30.0,9.0,9.0,9.0,7.3,7.3,7.3,1715.0,"HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300M. FROM KANSUA NALA, DEOLI ARAB VILLAGE, KOTA, RAJASTHAN",rajasthan
324,0.7,0.7,0.7,1300.0,1300.0,1300.0,92744186.99789247,0.0,41578554.50950282,0.5,0.5,0.5,25.0,25.0,25.0,4.0,4.0,4.0,7.4,7.4,7.4,1720.0,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR, RAJASTH",rajasthan
325,0.7,0.7,0.7,560.0,560.0,560.0,176450257.99713176,0.0,18306502.96525262,2.0,2.0,2.0,26.0,26.0,26.0,4.0,4.0,4.0,7.6,7.6,7.6,1721.0,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR, RAJASTHAN",rajasthan
326,1.1,1.1,1.1,4200.0,4200.0,4200.0,0.0,0.0,0.0,1.6,1.6,1.6,25.0,25.0,25.0,4.0,4.0,4.0,7.5,7.5,7.5,1723.0,"HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR, RAJASTHAN",rajasthan
327,0.9,0.9,0.9,1590.0,1590.0,1590.0,4.0,4.0,4.0,0.7,0.7,0.7,26.0,26.0,26.0,9.0,9.0,9.0,7.8,7.8,7.8,1724.0,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER JAIPUR, RAJASTHAN",rajasthan
328,1.7,1.7,1.7,1680.0,1680.0,1680.0,589344053.4525913,7606974.028388735,41656891.81279979,1.1,1.1,1.1,26.0,26.0,26.0,4.0,4.0,4.0,6.8,6.8,6.8,1725.0,"PUBLIC HAND PUMP BEFORE SANGANER PULIA, RAJASTHAN",rajasthan
329,1.6,1.6,1.6,4700.0,4700.0,4700.0,0.0,91701895.6294868,48190427.69471985,4.4,4.4,4.4,24.0,24.0,24.0,4.0,4.0,4.0,7.7,7.7,7.7,2015.0,"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)",rajasthan
330,1.7,1.4,1.1,2500.0,2250.0,2000.0,112107736.38306777,221700627.16398582,6240001.635424914,4.4,3.0,1.7,23.0,22.5,22.0,4.0,4.0,4.0,8.0,7.9,7.8,2017.0,"VILLAGE VINAYAKIA, JODHPUR (HIRALAL KUMHAR)",rajasthan
331,1.4,1.4,1.4,4300.0,4300.0,4300.0,4.0,4.0,4.0,2.6,2.6,2.6,22.0,22.0,22.0,9.0,9.0,9.0,7.7,7.7,7.7,2018.0,"VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)",rajasthan
332,1.1,1.1,1.1,1820.0,1820.0,1820.0,0.0,0.0,5860209.902757622,1.3,1.3,1.3,24.0,24.0,24.0,4.0,4.0,4.0,6.7,6.7,6.7,2019.0,"NEAR UIT BRIDGE, UDAIPUR",rajasthan
333,1.2,1.2,1.2,1870.0,1870.0,1870.0,603365284.9759324,116642799.0141384,0.0,1.4,1.4,1.4,24.0,24.0,24.0,4.0,4.0,4.0,6.8,6.8,6.8,2020.0,"NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR",rajasthan
334,1.5,1.5,1.5,2200.0,2200.0,2200.0,0.0,105812617.25087331,47920352.01232262,1.0,1.0,1.0,24.0,24.0,24.0,4.0,4.0,4.0,6.8,6.8,6.8,2021.0,"NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",rajasthan
335,1.6,1.6,1.6,1700.0,1700.0,1700.0,81657749.31750098,0.0,0.0,1.1,1.1,1.1,24.0,24.0,24.0,4.0,4.0,4.0,6.7,6.7,6.7,2022.0,"NEAR RANA PRATAP NAGAR, RAILWAY STATION, UDAIPUR",rajasthan
336,1.4,1.4,1.4,1500.0,1500.0,1500.0,4.0,4.0,4.0,2.1,2.1,2.1,24.0,24.0,24.0,9.0,9.0,9.0,6.7,6.7,6.7,2023.0,"HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR",rajasthan
337,0.6,0.6,0.6,1810.0,1810.0,1810.0,267263576.1324585,0.0,57444108.57962113,1.4,1.4,1.4,27.0,27.0,27.0,4.0,4.0,4.0,7.1,7.1,7.1,2024.0,"IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD, JAIPUR",rajasthan
338,0.9,0.9,0.9,2000.0,2000.0,2000.0,4.0,4.0,4.0,2.0,2.0,2.0,27.0,27.0,27.0,9.0,9.0,9.0,6.9,6.9,6.9,2025.0,"NEAR SHREE KALYANESHWAR MPCBADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR.",rajasthan
339,0.7,0.7,0.7,1000.0,1000.0,1000.0,0.0,0.0,2102364.043001765,0.8,0.8,0.8,27.0,27.0,27.0,4.0,4.0,4.0,6.9,6.9,6.9,2026.0,"NEAR FOJI NAGAR, KACCHI BASTI, AMBABARI, JAIPUR.",rajasthan
340,1.0,1.0,1.0,1380.0,1380.0,1380.0,72721153.40592343,73461684.5936544,0.0,1.0,1.0,1.0,26.0,26.0,26.0,4.0,4.0,4.0,7.3,7.3,7.3,2027.0,"NEAR ABN CENTRAL ACADEMY, SUSILPURA, SODALA, JAIPUR.",rajasthan
341,0.7,0.7,0.7,1410.0,1410.0,1410.0,0.0,139920974.9419304,14445336.167664705,0.8,0.8,0.8,26.0,26.0,26.0,4.0,4.0,4.0,7.2,7.2,7.2,2028.0,"NEAR SAMSHAN VISHWAKARMA NAGAR, MPCBARANIFARM, JAIPUR",rajasthan
342,0.9,0.9,0.9,850.0,850.0,850.0,117395165.95517145,0.0,28642309.086325537,1.1,1.1,1.1,32.0,32.0,32.0,4.0,4.0,4.0,7.6,7.6,7.6,2029.0,"NEAR GANDHI BHWAN, AJMER",rajasthan
343,1.7,1.7,1.7,3400.0,3400.0,3400.0,80736830.68983725,84342597.09357339,15068564.52385065,1.4,1.4,1.4,32.0,32.0,32.0,4.0,4.0,4.0,7.4,7.4,7.4,2030.0,"OPPOSITE PRIVATE BUS STAND, AJMER",rajasthan
344,1.5,1.5,1.5,1000.0,1000.0,1000.0,20381817.1093635,6305236.911711886,5428241.935819303,1.0,1.0,1.0,32.0,32.0,32.0,4.0,4.0,4.0,7.5,7.5,7.5,2031.0,"NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE, AJMER",rajasthan
345,1.2,1.2,1.2,310.0,310.0,310.0,77775717.90952085,0.0,27099256.770988457,1.2,1.2,1.2,33.0,33.0,33.0,4.0,4.0,4.0,7.7,7.7,7.7,2032.0,"NEAR KHANPURA TALAB, AJMER",rajasthan
346,1.5,1.5,1.5,2000.0,2000.0,2000.0,0.0,145805420.34026954,21013218.221373845,2.1,2.1,2.1,33.0,33.0,33.0,4.0,4.0,4.0,7.2,7.2,7.2,2033.0,"OUTSIDE JLN HOSPITAL, AJMER",rajasthan
347,1.3,1.3,1.3,890.0,890.0,890.0,0.0,38527776.46323912,0.0,1.0,1.0,1.0,28.0,28.0,28.0,4.0,4.0,4.0,7.8,7.8,7.8,2957.0,"WELL/ HAND PUMPS IN THE RIICO INDUSTRIAL AREA, BANSWARA, RAJASTHAN",rajasthan
348,1.8,1.8,1.8,4100.0,4100.0,4100.0,4.0,4.0,4.0,1.8,1.8,1.8,27.0,27.0,27.0,7.0,7.0,7.0,6.9,6.9,6.9,2958.0,"WELL OF SH. BHURA RAM, KHETRI NGAR, JHUNJHUNU, RAJASTHAN",rajasthan
349,1.1,1.1,1.1,4300.0,4300.0,4300.0,4.0,4.0,4.0,1.6,1.6,1.6,27.5,27.5,27.5,9.0,9.0,9.0,7.6,7.6,7.6,2959.0,"WELL OF SH. BRIJA RAM, KHETRI NAGAR, JHUNJHUNU, RAJASTHAN",rajasthan
350,2.0,2.0,2.0,3600.0,3600.0,3600.0,4.0,4.0,4.0,1.5,1.5,1.5,29.5,29.5,29.5,9.0,9.0,9.0,7.1,7.1,7.1,2960.0,"WELL INFRONT OF SINGHANA POLICE STATION, SINGHANA, JHUNJHUNU, RAJASTHAN",rajasthan
351,1.3,1.3,1.3,670.0,670.0,670.0,4.0,4.0,4.0,0.7,0.7,0.7,26.0,26.0,26.0,4.0,4.0,4.0,7.4,7.4,7.4,2961.0,"WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI, JAIPUR, RAJASTHAN",rajasthan
352,1.3,1.3,1.3,750.0,750.0,750.0,0.0,0.0,34401703.59293834,0.6,0.6,0.6,26.0,26.0,26.0,4.0,4.0,4.0,7.5,7.5,7.5,2962.0,"WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI, JAIPUR, RAJASTHAN",rajasthan
353,0.8,0.8,0.8,990.0,990.0,990.0,130957327.47089233,86602384.44053693,0.0,0.6,0.6,0.6,25.0,25.0,25.0,4.0,4.0,4.0,7.8,7.8,7.8,2963.0,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI, JAIPUR, RAJASTHAN",rajasthan
354,2.5,2.5,2.5,1170.0,1170.0,1170.0,0.0,35782080.1908403,26723241.877130985,0.6,0.6,0.6,27.0,27.0,27.0,4.0,4.0,4.0,7.4,7.4,7.4,2964.0,"WELL AT INDIA PUBLIC SCHOOL, MANPUR MACHERI, JAIPUR, RAJASTHAN",rajasthan
355,2.8,2.8,2.8,890.0,890.0,890.0,4.0,4.0,4.0,2.4,2.4,2.4,24.0,24.0,24.0,7.0,7.0,7.0,8.3,8.3,8.3,2965.0,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI, RAJASTHAN",rajasthan
356,3.0,3.0,3.0,5700.0,5700.0,5700.0,4.0,4.0,4.0,3.0,3.0,3.0,25.0,25.0,25.0,7.0,7.0,7.0,8.4,8.4,8.4,2966.0,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI, RAJASTHAN",rajasthan
357,2.8,2.8,2.8,1590.0,1590.0,1590.0,4.0,4.0,4.0,1.4,1.4,1.4,24.0,24.0,24.0,7.0,7.0,7.0,8.4,8.4,8.4,2967.0,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI, RAJASTHAN",rajasthan
358,2.0,2.0,2.0,6100.0,6100.0,6100.0,4.0,4.0,4.0,2.9,2.9,2.9,24.0,24.0,24.0,7.0,7.0,7.0,8.5,8.5,8.5,2968.0,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN",rajasthan
359,1.7,1.7,1.7,860.0,860.0,860.0,4.0,4.0,4.0,1.4,1.4,1.4,28.0,28.0,28.0,7.0,7.0,7.0,7.5,7.5,7.5,2969.0,"M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO FOOD PARK, ALWAR, RAJASTHAN",rajasthan
360,0.9,0.9,0.9,1740.0,1740.0,1740.0,0.0,0.0,1114320.4318283903,2.3,2.3,2.3,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,2970.0,"RIICO TUBE WELL, RIA, BEHROR, RAJASTHAN",rajasthan
361,0.8,0.8,0.8,2000.0,2000.0,2000.0,161119460.43390396,195677055.4117592,7866074.764905177,1.4,1.4,1.4,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,2971.0,"RIICO TUBE WELL, RIA, SOTANALA, RAJASTHAN",rajasthan
362,0.8,0.8,0.8,2500.0,2500.0,2500.0,0.0,26267851.457843896,9924225.416745802,1.1,1.1,1.1,28.0,28.0,28.0,4.0,4.0,4.0,7.6,7.6,7.6,2972.0,"RIICO TUBE WELL, RIA, NEEMRANA, RAJASTHAN",rajasthan
363,0.9,0.9,0.9,3000.0,3000.0,3000.0,167902843.28294104,0.0,0.0,1.6,1.6,1.6,27.0,27.0,27.0,4.0,4.0,4.0,7.7,7.7,7.7,2973.0,"RIICO TUBE WELL, RIA, SHAHJAHANPUR, RAJASTHAN",rajasthan
364,0.8,0.8,0.8,1390.0,1390.0,1390.0,198585972.52470672,8250578.024207698,30734141.68855156,1.8,1.8,1.8,29.0,29.0,29.0,4.0,4.0,4.0,7.7,7.7,7.7,2974.0,"VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR, RAJASTHAN",rajasthan
365,0.9,0.9,0.9,4200.0,4200.0,4200.0,94220178.57828788,0.0,0.0,2.2,2.2,2.2,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,2975.0,"VILLAGE BAGER MEO, TEHSIL- RAMGARH, ALWAR, RAJASTHAN",rajasthan
366,14.6,12.5,10.5,7800.0,6650.0,5500.0,28.0,18.0,7.0,7.0,4.9,2.9,25.0,24.0,23.0,1100.0,655.0,210.0,8.4,8.0,7.5,2976.0,"SUJAN GANGA AT KETAN GATE, BHARATPUR, RAJASTHAN",rajasthan
367,14.9,14.9,14.9,21000.0,21000.0,21000.0,87785343.97765066,0.0,0.0,6.2,6.2,6.2,22.0,22.0,22.0,4.0,4.0,4.0,7.8,7.8,7.8,2977.0,"WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA, JODHPUR, RAJASTHAN",rajasthan
368,2.4,2.4,2.4,2200.0,2200.0,2200.0,4.0,4.0,4.0,0.6,0.6,0.6,20.0,20.0,20.0,9.0,9.0,9.0,8.0,8.0,8.0,2982.0,"WELL OF BIRMA RAM PATEL, SALAWAS, JODHPUR, RAJASTHAN",rajasthan
369,2.5,2.5,2.5,12700.0,12700.0,12700.0,175628918.63598177,235289552.1754595,0.0,4.0,4.0,4.0,24.0,24.0,24.0,4.0,4.0,4.0,7.6,7.6,7.6,2985.0,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR, RAJASTHAN",rajasthan
370,2.7,2.7,2.7,8400.0,8400.0,8400.0,108307806.15924005,0.0,5965915.80868672,3.1,3.1,3.1,19.0,19.0,19.0,4.0,4.0,4.0,7.8,7.8,7.8,2986.0,"TUBE WELL OF GIRDHARI LAL, BHITUJA, RAJASTHAN",rajasthan
371,7.8,7.8,7.8,8300.0,8300.0,8300.0,249307672.16553232,0.0,16368445.124601886,5.7,5.7,5.7,20.0,20.0,20.0,4.0,4.0,4.0,8.0,8.0,8.0,2987.0,"CWR OF PHED, BHITUJA, RAJASTHAN",rajasthan
372,1.8,1.8,1.8,6600.0,6600.0,6600.0,103056707.71695068,20137788.771556575,0.0,3.0,3.0,3.0,19.0,19.0,19.0,4.0,4.0,4.0,7.9,7.9,7.9,2988.0,"WELL OF PEMA RAM MALI, BHITUJA, RAJASTHAN",rajasthan
373,2.8,2.8,2.8,11700.0,11700.0,11700.0,0.0,119879841.60262306,25963771.74834665,12.0,12.0,12.0,20.0,20.0,20.0,4.0,4.0,4.0,7.8,7.8,7.8,2989.0,"WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA, BALOTRA, , JODHPUR, RAJASTHAN",rajasthan
374,3.1,3.1,3.1,11500.0,11500.0,11500.0,0.0,70077483.10068983,0.0,3.7,3.7,3.7,18.0,18.0,18.0,4.0,4.0,4.0,7.6,7.6,7.6,2990.0,"WELL OF BHIKSINGH S/O AMAR SINGH PUROHIT, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",rajasthan
375,2.5,2.5,2.5,9700.0,9700.0,9700.0,4.0,4.0,4.0,2.9,2.9,2.9,19.0,19.0,19.0,7.0,7.0,7.0,7.4,7.4,7.4,2991.0,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",rajasthan
376,4.3,4.3,4.3,21000.0,21000.0,21000.0,4.0,4.0,4.0,5.6,5.6,5.6,18.0,18.0,18.0,7.0,7.0,7.0,7.8,7.8,7.8,2993.0,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA, RAJASTHAN",rajasthan
377,1.3,1.3,1.3,3300.0,3300.0,3300.0,38326073.60060475,64949140.73365904,40853439.708708435,1.3,1.3,1.3,27.0,27.0,27.0,4.0,4.0,4.0,7.3,7.3,7.3,3000.0,"BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI RAM 3A-16 UIT, BHUTIJA, RAJASTHAN",rajasthan
378,0.9,0.9,0.9,1820.0,1820.0,1820.0,0.0,0.0,19169332.61997753,2.0,2.0,2.0,29.0,29.0,29.0,4.0,4.0,4.0,7.6,7.6,7.6,3001.0,"BORE WELL SH. BHRAM JEET SERVICE STATION, BHIWADI, RAJASTHAN",rajasthan
379,0.7,0.7,0.7,870.0,870.0,870.0,76234103.48698929,2272491.01735821,0.0,1.8,1.8,1.8,28.0,28.0,28.0,4.0,4.0,4.0,7.8,7.8,7.8,3002.0,"BORE WELL M/S R.C. PALACE HOTEL, BHIWADI, RAJASTHAN",rajasthan
380,1.7,1.7,1.7,3500.0,3500.0,3500.0,104097155.68108472,0.0,42792236.313575216,2.1,2.1,2.1,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,3003.0,"BORE WELL OFFICE OF RAJ. HOUSING BOARD, BHIWADI, RAJASTHAN",rajasthan
381,0.9,0.9,0.9,2500.0,2500.0,2500.0,83099681.27635418,0.0,120233584.50173433,0.8,0.8,0.8,28.0,28.0,28.0,0.0,195211597.01310718,0.0,7.6,7.6,7.6,3004.0,"BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI, RAJASTHAN",rajasthan
382,1.2,1.2,1.2,2100.0,2100.0,2100.0,0.0,0.0,0.0,2.0,2.0,2.0,26.0,26.0,26.0,7.0,7.0,7.0,7.7,7.7,7.7,3006.0,"HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM, SANGANER, JAIPUR, RAJASTHAN",rajasthan
383,27.547856888609996,0.0,91.44180049362195,186.0,182.0,178.0,45421132.36627608,73660678.04707494,19610224.6369629,1.2,0.9,0.6,27.5,26.8,26.0,2233836044.1271963,0.0,70755811.61756638,8.0,7.7,7.4,1405.0,"WELL AT UDAIPUR (TUBEWELL), TRIPURA",tripura
384,14.925848747168356,46.57614905663089,0.0,366.0,345.0,330.0,55322067.30315868,0.0,0.0,0.0,0.0,0.0,28.0,27.2,26.5,0.0,0.0,25774576.543514803,7.8,7.7,7.6,1406.0,"WELL AROUND UDAIPUR (TUBEWELL), TRIPURA",tripura
385,52.54964684511741,39.764357144764226,1.0272796077349784,211.0,202.0,192.0,0.0,128315044.54529549,0.0,0.8,0.7,0.6,28.3,27.7,26.9,0.0,0.0,132946945.68947193,7.9,7.8,7.7,1730.0,"KUNJBAN, AGARTALA, TRIPURA",tripura
386,0.0,0.0,1.6057234781344245,108.0,101.0,98.0,0.0,0.0,16065867.360227946,0.1,0.1,0.0,28.0,27.8,27.5,11163907792.029724,525029815.78321534,0.0,7.7,7.7,7.6,1731.0,"LANKAMURA, TRIPURA",tripura
387,29.92895596853885,15.363806299284217,13.095090028850585,127.0,119.0,112.0,0.0,80133414.54171245,43614530.32596913,0.0,0.0,0.0,28.0,27.5,27.0,0.0,112182532.41875733,0.0,7.7,7.6,7.6,1732.0,"A.D.NAGAR, AGARTALA, TRIPURA",tripura
